Username,Rating,Komentar
istqmhm,5,"Warna:sesuai
Tekstur:halus

Sebenarnya saya pesan 2 tapi yg dikirim hanya 1 pcs. Baru ngasih ulasan sekarang karena Alhamdulillah utk uang yang 1 pcsnya udah di refund dan udah masuk. Terimakasih yaa sudah merespon dm saya. Rencana mau pesan lagi. Semoga kedepan  gak ada kesalahan pengiriman lagi🙏 buat yang mengemas barang tolong perhatikan jumlah yang dipesan dan jumlah yg dikirim yaa."
ridhadanrizky,5,"Warna:sesuai pesanan
Tekstur:bahannya prmbut
Kenyamanan:paten x

Dengan harga murah kualitasnya oke banget..."
fepi_florensia,5,"Tekstur:sangat lembuttt dan nyaman
Warna:warnanya bagusss bangeeeet
Kenyamanan:nyaman adem dipake pokonya mantap"
rumah_rikasari,5,"Warna:sesuai gambar
Tekstur:lembut
Kenyamanan:lumayan nyaman

Rekomen banget sih untuk harga murah bahan nya juga super adem, baru pesen 2 hari lalu, sdah dteng"
f*****f,5,"Warna:sesuai ekspektasi, menarik, sesuai pesanan
Tekstur:lembut, enak, tidak kasar
Kenyamanan:nyaman

bagus"
awal4576,4,"Tekstur:goods
Warna:fine
Kenyamanan:Confort

If you want for Christmas Day ni diciptakan oleh seorang kepala desa yang berada di➡ kecamatan di kota ini terletak di"
n*****c,5,"Warna:bagus dan sesuai gambar
Tekstur:lumayan lembut
Kenyamanan:sejuk saat dipakai

Kualitas lumayan oke untuk harga segitu"
2ioj6iw_5z,5,Alhamdulillah pesanan sudah sampai. . Kualitasnya bagus. . Warna sesuai foto. . bahannya lembut. . Nyaman saat digunakan
echa_yeshi58,5,"Warna:bagus
Tekstur:lembut
Kenyamanan:agak panas dan tipis

Agak tipis n jenis kainnya agak panas itu. Moga aja bocil2q nyaman makenya"
0nmg9zfdg7,5,"Warna:sesuai dgn pesanan
Tekstur:halus
Kenyamanan:nyaman

Thx seller untuk harga segitu udah oke bgt sih sprei nya, cm pencucian pertama wrn luntur tp tdk mengubah wrn setelah kering. Semoga awet"
r*****a,5,"Warna:dark grey
Tekstur:lumayan
Kenyamanan:lumayan

Warna sesuai pilihan pengiriman juga cepat...terimakasih"
a*****5,5,"Sprenya berag tbel lumayan tbel juga lembut tapi tak kirain ada motif emborsnya ternyata polosan aja tapi nggak papa
Makasi seller"
s*****i,3,"Warna:sesuai
Tekstur:okelah
Kenyamanan:biasa

Sebenarnya sprei nya bagus, tapi seller nya ampun deh udh tau produk yg di kirim gaada sarung guling, sy minta pengembalian yg di ajukan tdk sesuai trs sy minta di kirimin lgi sarung guling nya smpe skrng gaada kejelasan, sy cmn minta solusi dri SARUNG GULING nya!! yg mau beli mending di toko lain deh msih bnyk seller yg amanah yg komunikatif bisa membantu! Tolong y klo sarung guling nya sdh di kirim baru saya rubah penilaian nya!!"
muatunnaufalin024,5,"Tekstur:lembut
Warna:sesuai
Kenyamanan:tidak panas puas lah dengan harga yang sangat terjangkau"
liasyahid461,5,"Brg sdh sampai dgn aman cantik n 
Bagus banget 
Pesanan sdh sesuai
Pokoqnya tdk mengecewakan
Bs jd langganan nih"
hainun2,4,Alhamdulillah paket sampai dengan selamat. Barang lengkap sesuai dengan pesanan. Bahan adem. Semoga awet. Terimakasih
l*****5,5,"Warna:sesuai dengan gambar
Tekstur:lembut dan lumayan tebel
Kenyamanan:nyaman

Worth it dengan harga segitu"
tokobaruku2021,5,"Tekstur:lembut nyaman
Warna:lembut tapi warna rada beda tapi gpp
Kenyamanan:sejuk

Ini order 3pcs baru total sudah 7pcs"
masrildianto,4,"Tekstur:halus dan lembut
Warna:sesuai dengan gambar
Kenyamanan:suka

bahan sesuai dengan harga, bagus kok walaupun tpis, tapi sangat oke"
rifaldiafriansyah,4,"Bahannya lembut , pengirimannya juga lumayan cepet , kurir nya langganan baik , Terimakasih"
n*****n,5,"Tekstur:lembut
Warna:bagus
Kenyamanan:nyaman

Sayangnya wana salah satu saya pesen warna army yg datang biru mmmm"
a*****1,5,"Warna:hitam
Tekstur:lembut
Kenyamanan:cukup

Bagus murah kualitas oke pengiriman cepat next beli warna lain"
putrisyafaputrisyafa,5,"Warna:hijau
Tekstur:halus lembut dingin
Kenyamanan:adem bnget

Bahan adem,lembut  nyaman d pake"
chafiq33supriyatin,5,"Kualitas:oke

Bahannya bagus, lembut, ada karet di sudutnya 
Warna kalem, keren"
m*****5,5,"Warna:Warna sesuai coklat
Tekstur:Tekstur halus meski agak tipis tapi masih oke
Kenyamanan:Nyaman digunakan meski tidak lembut"
chahyaramlan,2,"Performa:biasa
Kualitas:biasa
Tampilan:biasa

Yg dikirim sprei nya ukuran kecil.. untung muat dikasur saya meskipun gak ketutup samping2 nya. Jahitan nya ga kokoh"
v*****3,5,"Pilih warna terang supaya kalau kotor kelihatan, bahannya nyaman dan gak panas. Ukuran segini untuk kasur kecil masih kebesaran but its ok. Dapat sarung bantalnya juga"
r*****7,4,"Warna:soft
Tekstur:biasa
Kenyamanan:lumayan

warnanya bagus, cuma salah ukuran ini kekecilan harus dipaksa pojoknya hm, mayan lah buat ganti2"
d*****0,4,"Tekstur:lembut nyaman

Sprei nya kurang gede dikit jadi gk bisa pass, klobahan enak sih lembut gk tau luntur apa engga karna belum dicuci"
studio.rajut,5,"Tekstur:lembut
Warna:coklat muda

Barangnya oke bgt pengiriman rapi suka sekali produknya"
c*****g,4,"Warna:cerah dan kalem
Tekstur:lembut dan nyaman
Kenyamanan:cukup memuaskan tapi agak tipis aja"
chaerulayut,4,"Tekstur:lembut dan halus
Warna:bagus menyala
Kenyamanan:nyaman bahan bagus

Bagus murah meriah"
netasilalahi,2,"Tampilan:lumayan
Kualitas:lumayan

Merahnya gak se cas yg di mksdnya.tp lumayan lah utk ganti2"
u*****8,4,"Warna:sesuai
Tekstur:halus
Kenyamanan:oke

Bahannya lembut seperti nya adem sprei nya. Mantap makasih.."
n*****a,5,"Paket sudah sampai, pesanan sesuai dengan yang direquest. Packing rapih aman, pengiriman cepat. Terima kasih"
agustinusbayu1234,5,Barang diterima sesuai dengan yang dipesan kualitas bagus Dan pengirimannya sangat cepat
dizavali1115,5,"Warna:sesuai
Tekstur:biasa
Kenyamanan:biasa

Tali untuk gulingnya pendek kali, kalau diikat nggak bisa masuk bantal gulingnya. Mending nggak usah dikasih talinya"
s*****a,5,"kualitas produk baik, pengiriman cepat, harga produk standar, bahannya lembut"
ifah040702,5,"Warna:bagus sesuai gambar
Tekstur:sangat lembut
Kenyamanan:terasa sejuk saat d pakai"
j*****a,5,"Warna:seduai
Tekstur:lembut
Kenyamanan:nyaman

Bagus real pict nanti beli lagi disini"
anggie_rh,4,"Cutting annya ada yg ga simetris dan benang di sarung gulingnya warna putih. Lumayanlah ya untuk harga murah. Semoga lebih baik lagi 😊 klo untuk pengiriman gercep banget, order langsung di packing, mantap👍"
b*****a,4,"Warna:jreng
Tekstur:lembut dan halus
Kenyamanan:sejuk saat dipakai

bahan adem sih tp pda bgian pinggir nya tdk ada karet nya"
fathiyanofrida,5,"Warna:bagus banget dan sesuai
Tekstur:tekstur kain nya halus
Kenyamanan:nyaman banget di pakai"
aminsetiana,5,"Warna:tidak sesuai ekspektasi

Suka banget kak bahannya halus tapi mohon maaf untuk warna tidak sesuai dengan keinginan saya seperti di foto saya kira dominan ke kuning kunyit gitu tapi ternyata dominan ke hijau lemon gitu tp tetep full bintang yaa"
jianku_,4,"Warna:abu tua
Tekstur:ok
Kenyamanan:ok

Sprei nya udh sampe dengan selamat sampai tujuan, kainnya lumayan dingin, cuma jahitannya kurang oke sayang banget tp overall good"
muhammadriizki,5,"Sesuai harga y. Tapi lumayan adem kok, untuk gonta ganti boleh. Ukuran sesuai, pas."
raheladitya_,4,"Tekstur:lembut
Warna:ternyata birunya terang tak sesuai ekspektasi tapi gapapa bagus
Kenyamanan:nyamann"
t*****8,3,"Kualitas:biasa
Performa:biasa
Tampilan:biasa

𝑊𝑎𝑟𝑛𝑎 𝑏𝑒𝑑𝑎 𝑗𝑎𝑢ℎ 𝑠𝑎𝑚𝑎 𝑎𝑠𝑙𝑖, 𝑠𝑎𝑟𝑢𝑛𝑔 𝑔𝑢𝑙𝑖𝑛𝑔 𝑘𝑒𝑐𝑖𝑙, 𝑔𝑎 𝑚𝑎𝑠𝑢𝑘 𝑠𝑎𝑚𝑎 𝑔𝑢𝑙𝑖𝑛𝑔 𝑎𝑘𝑢"
g*****3,5,"Warna:sesuai di pict
Tekstur:halus
Kenyamanan:-

Overall oke, halus, seperti nya nyaman nanti kalo  udah digunakan, tapi pas mau masang kurang kebawah kain nya untuk ujung nya."
amihocha,5,"Warna:menariknya dn ceria
Tekstur:tekstur yg lembut
Kenyamanan:sejuk dn nyaman

Bagus dgn hrga yg murah tp elegan 🥰😍"
putrirzkn,5,"Warna:ok
Tekstur:ok
Kenyamanan:ok

Alhamdulillah udah sampai pesanan makasih banyak seller"
rumahnoel,5,Sukaaaaa. Gausah ragu beli. Harga murah dan sebanding kualitasnya 🫶🌻
a*****a,5,"Warna:warnanya bagus abu gelap

Tekstur kainnya bagus ga bikin gerah"
sitisa13,4,"Warna:maroon
Tekstur:bagus lumayan buat ganti
Kenyamanan:belum di coba

bagus sih cuma sarung gulingnya ada yg panjang ada yg peneek"
s*****2,5,"Meskipun abunya nggk terlalu tua tapi masih okelah untuk bahannya, pengirimansatset✨"
wiechak,3,"Tekstur:biasa
Kenyamanan:biasa
Warna:biasa

Pesan warna coksu sama Malibu yg datang Malibu smua...liuer ah."
nurdianasetya,5,"Warna:abu tua
Tekstur:lembut sekali dan tebal

Terima kasih selller... Respon cepat
Kurir juga baik"
rofiqohkholil414,5,"Tekstur:lembut
Warna:abu-abu tua
Kenyamanan:memuaskan

Terima kasih🙏semoga jadi toko langganan"
sarahkaysan,4,"Warna:sesuai
Tekstur:agak kaku
Kenyamanan:mudah2an nyaman ya

Wort it dengan harga segt, bahan ngga terlalu tebal ya, mudah2an adem dipakainya.. Warna sesuai hitam untuk ukuran blm dicoba pas atau ngga"
hidayahvievie,5,"Warna:bagus
Tekstur:nyaman
Kenyamanan:nyaman

Pesanan sesuai, packing rapi, kurir ramah, sampai dengan cepat thanx seller"
fitbaaldiano,5,"Warna:ungu
Tekstur:halus
Kenyamanan:nyaman

Packaging rapih dan aman, ngepres banget sie ukurannya ,tali buat sarung gulingnya kependekan jdi kalo ga disatuin itu bakal hilang ketarik kedalam.. karet setiap sudutnya juga pendek banget, tapi sesuai lah dengan harga"
perawati725,3,"Tekstur:lumayan halus
Warna:sesuai deskripsi
Kenyamanan:gak muat kasurnya,pdhl pan no yg gede 180*200

Lumayan halus,tapi tipis,itu sarbal nya ku Poto nerawang ya,di springbaad ku gak nyampe satu ujung spray nya🙏🙏🙏🙏kekecilan"
ahmaferi,5,"Warna:sesuai gambar walau agak luntur pertama kali cuci
Tekstur:lembut
Kenyamanan:agak sedikit panas

untuk keseluruhan dengan harga segitu sih ini bagus sih"
adnyani_putri08,5,"Warna:sesuai gambar
Tekstur:halus
Kenyamanan:nyaman

Barang sesuai harga, warnanya kalem"
r*****i,4,"Tekstur:halus dan lembut
Warna:bagus dan sesuai gambar
Kenyamanan:nyaman

warna produk sesuai dengan yg ada pada gambar, tekstur juga halus, tetapi ada sedikit jahitan yg kurang rapi. secara keseluruhan baik"
herlinan.ismail,5,"Performa:bagus
Tampilan:sesuai pesanan
Kualitas:bagus...adem...tdk tipis

harga murah tp kualitas bagus.."
heldakd,5,pesanan sesuai orderan bahan bagus sesuai deskripsi mantul banget deh pokoknya pesan kemarin hari ini sampe🤗💗
ernymahala,5,"Warna:lumayan suka
Tekstur:lembut standar
Kenyamanan:oke

Sesuai Harga dan Paketnya oke² semua dan bakal langganannnn"
fajarpriambadi,5,"Warna:abu abu
Tekstur:halus
Kenyamanan:sangat nyaman

Respon toko dan pengiriman cepat, terimakasih"
r*****0,4,"Kualitas:bagus
Tampilan:mewah walaupun polos.

Akan sangat nyaman dan kainya sangat lembut"
lenylake,5,"Warna:bagus
Tekstur:lembut
Kenyamanan:nyaman

Bahannya nyaman,.lembut,
Harga sangat terjangkau,.trimakasih"
r*****2,5,"Warna:abu muda
Tekstur:lembut
Kenyamanan:nyaman banget

Bahannya lembut, ademmmmmmmmm"
dhayrachi,5,"Tekstur:lembut
Warna:maroon n abu tua

Sesuai dengan pesanan & packing rapih"
wahyuningsih2104,5,"Warna:sangat bagus dan sesuai gambar
Tekstur:sangat lembut dan halus
Kenyamanan:kurang memuaskan karena barang rijek☹️"
i*****2,5,"Tekstur:lembut
Warna:warna sesuai
Kenyamanan:nyaman bgt di ruangan ac

sarung bantalnya ga simetris, sarung guling & bantal terlalu sempit tapi masih oke, bahanya halus bagus, warna juga sesuai, cocok buat ganti” harian, terima kasih"
m*****d,5,"Bahannya sih bagus, halus. Cmn trnyata 160 nya kok agak kecil yaa huhu"
d*****d,1,"Tekstur:biasa
Warna:tidak sesuai

Sangat tidak puas. Order 3 pcs yang dateng 2 pcs, bayarnya tetap 3 pcs. Order warna HITAM, NAVY dan MOCA yang dateng MAROON dan NAVY. Chat penjual di shoope respon lambat ga ada kejelasan, ternyata di balas pake chat otomatis. Trus chat lewat WA tidak di respon sama sekali dari kemarin, padahal centang 2. Benar benar kecewa. Bintangnya 1 dulu sebelum ada respon dan kejelasan yg pasti"
prilabrilliant,5,"Tampilan:keren
Performa:bagus
Kualitas:baik

Sesuai dengan harganya, agak tipis tapi bagus kok"
h*****i,5,"Warna:sesuai ekspektasi dan menarik
Tekstur:barang dengan tekstur yang halus
Kenyamanan:sangat memuaskan"
kebonmbahdukuh,5,"Warna:sesuai
Tekstur:lembut dan nyaman
Kenyamanan:OK

Suka banget sama produknya, pilih yg 20cm tebal kasurnya kependekan tapi masih ba masuk karena karetnya bagus 👍👍 puas bgt, next time order yg 30cm hehehehe makasih ya seller"
fitrifadillah540,2,"Tekstur:nyaman
Warna:tidak sesuai pesan warna mocca dtg nya wrna coksu
Kenyamanan:baik"
nita_bunda,5,"Tekstur:lumayan halus
Warna:ok
Kenyamanan:ok

Udah sampe mksh ya..ntr d coba enak g d pake nya ...n"
deikhfatul,3,"Warna:pesan pink fanta yg datang merah maroon
Tekstur:tipis
Kenyamanan:tidak tau"
putty.hayu,5,"Warna:sesuai foto
Tekstur:halus
Kenyamanan:lembut kainnya"
suprikohler92,3,"Tekstur:lembut
Warna:ok lah
Kenyamanan:lumyan

Lumyan dg harga segitu"
fathimahalzawawi,5,"Warna:menarik
Tekstur:halus dan adem
Kenyamanan:nyaman karna bah

Nyaman karna bahanya lembut dan adem, walaupun harga murah kualitas oke banget, rekomendasi nih buat temen² yg nyari. Seprai kualitas oke punya. Pertahankan ya min"
n*****a,5,"Warna:okk
Tekstur:okk
Kenyamanan:okkk

terima kasih banyak ya kak 
pesanan paketnya sudah di terima dalam keadaan baik
di packing dengan aman 
kwalitas barang sangat baik
penjual cepat respon
kurir amanah"
n*****a,5,"Warna:okk
Tekstur:okk
Kenyamanan:okk

terima kasih banyak ya kak 
pesanan paketnya sudah di terima dalam keadaan baik
di packing dengan aman 
kwalitas barang sangat baik
penjual cepat respon
kurir amanah"
jungbayu24,5,"Warna:sesuai dengan yang di gambar
Tekstur:lembut dan nyaman
Kenyamanan:sejuk saat dipakai

Selain harga yang bersahabat dengan isi dompet, kualitas produk pun bagus dan nyaman. tekstur kainnya pun lembut dan halus. 

Terima kasih banyak. Semangat dan dilancarkan terus dagangannya."
saniasaniia,5,"Warna:cantik
Tekstur:halus
Kenyamanan:gak panas

Di luar ekpektasi bngt sih warnanya cntik bahan nya nyaman dngin gtu gak gerah,sampe cepet bngt mungkin sesama bndung jadi cuma 2 hari,80rb woi dapet komplit fiks sih bakaln repeat order,thnks seller😚❤️"
gjxvdve4yl,5,"Terimakasih paket sdh nyampe sesuai dengan pesanan tokonya amanah kwalitas seprei nya bagus sdh langganan , respon dan pengiriman kilat, terimakasih jg buat PK kurir yg ramah semoga sehat selalu dan lancar terus"
vienurpita,5,"Tampilan:baik
Performa:baik
Kualitas:baik

Spraynya bagus, dengan harga segitu pas lah ya. Barangnya juga datangnya gak terlalu lama. Kainnya lumayan gak tebel gak tipis warna juga sesuai"
ela_anggi_safitri,5,"Tekstur:bahan dengan tekstur halus
Warna:bagus sesuai gambar
Kenyamanan:sangat nyamaan saat di kenaakn

Paket sudah sampai, barang sesuai aku suka banget bahan nya adem ...nyaman banget di pake ..bisa bnget buat langganan nih toko"
d*****k,5,"Barang cepat sampainya, packing aman
Warna abunya tapi terang, cuman gapapa .
Recomend beli seprey di sini"
wiwikk_22,5,"Kualitas:bagus recommended
Tampilan:bagus soft,awalnya saya hanya mencoba beli ,dengan harga segitu dan homemade bagus ga sprei nya,klw bagus saya mau co lg yg ukuran  king ,,ternyataaa memang bagus bangeetttt cakep sepreinya walaupun homemade bahan halus adem"
t*****_,4,"Warna:abu, maroon
Tekstur:halus
Kenyamanan:baik

Alhamdulillah pesanan sudah sampai dengan selamat, pesanan sesuai 2 item warna merah dan abu. Kecepatan pengiriman barang cepat. Seller responsif dan gercep dalam pelayanan."
budayantiapriliayanthie,5,"Kualitas:Sangat bagus
Tampilan:Elegant
Performa:Bagus

Kainnya tebel, adem.. Ga nyangka bagus gitu barangnya.. Next akan order lagi, thank u seller
Kalo nnti order lg brngnya yg bagus jg ya.. Soalnya kdang repeat order d shopee suka berbeda kualitas dr orderan pertama"
silfeea,5,"Tekstur:nyaman
Warna:sesuai gambar
Kenyamanan:nyaman saat di pakai

Pengiriman cepat 2 hari langsung sampai harga lumayan lah murah bahan tebal rekomendasi dehh dapet sarung bantal + guling juga"
wisammudzaky,5,"Tekstur:sangat halus dan lembut bahan adem
Warna:bagus .sesuai gambar
Kenyamanan:terasa nyaman dan sejuk saat di oakai

Dengan harga yg cukup lurah bahan halus .tebal dan empuk cocok banget buat d pakin nyaman . Tidak salah pilih dech"
r*****i,1,PESAN WARNA KUBUS . YANG DATANG WARNA COKLAT . SANGAT TIDAK AMANAH .!!! KECEWA
windanoke,3,"Warna:manarik
Tekstur:lembut
Kenyamanan:sayang kain sangat tipis tpi parahx lagi kain klo cuci luntur ka"
giftboxsprise,4,"Tampilan:oke
Kualitas:bgs

Ada noda kuning & sarung guling nya pendek"
nyaben.store,4,"Tekstur:cukup halus
Warna:army dan mocca
Kenyamanan:belum dicoba tapi seperti cukup adem

Akhirnya paket produk yang dipesan datang juga. Pertama kali beli di toko ini dan cukup puas. Bahan cukup baik dan warna juga sesuai gambar. Pengiriman aman dan cukup cepat. Semoga bisa jadi toko langganan aku. Terimakasih seller."
s*****a,5,"Tekstur:tektur lembut halus
Warna:blue web
Kenyamanan:bahannya lembut saat digunakan"
cancerinyourarea_,5,Kalian wajib beli disini ya. Harga murah tp bahan nya halus sekali bukan bahan yg panas . Ini halus dan nyerap keringat jd gak lengket dikulit. Thanks seller
serunilasut25,5,"Warna:bagusssss
Tekstur:halus adem
Kenyamanan:nyaman buat adem

beli yg ke2 kalinya krna yg pertama beli enak adem,,bakal beli lagi warna lainnya,,krna kmrn td nya mau warna coklat tua tapi habis,,makanya ambil maroon...tapi It's okay samasama bagus semuanya ."
a*****y,3,"Performa:agak tipis
Tampilan:transparan
Kualitas:sangat tipis banget

Sesuai lah dgn harga segitu,tipis banget gampang sobek kanyakna apalagi aku orangnya barbar 😭😭 trus pesan 2 lagi 😩"
d*****7,5,"Tekstur:ok
Warna:ok
Kenyamanan:ok

I wish I could have told you that
I was born to love you
To love you with all my heart
널 향한 심장이 멈춰지지가 않아
Still want you all the time
아직 내 마음속 한켠의 방에
그리움으로 가득 채워
너를 기다려
Need you all the time
아무 말도 전하지 못해
시간속을 헤매이는
나를 미워해"
tokobaruku2021,5,"Tekstur:ga begitu lembut sesuai hargalah
Warna:coklat
Kenyamanan:lumayan sejuk

Mau order lagi setelah ini, masih ok untuk digunakan"
sateriyo,1,ga ada 20cm.... bantal kekecilan guling kekecilan... sprei ga pas..
rejuut,4,"Tekstur:mantap
Warna:sesuai dengan ekspektasi hitamnya cakep.
Kenyamanan:belum di pasang.

Sebenarnya pesan hitam dan abu muda, tapi yg datang dua duanya hitam. Gapapa sih tetep baguss."
0sodazuabg,5,"Warna:sesuai dengan yg dipesan
Tekstur:halus
Kenyamanan:tidak panas ketika digunakan

Tidak dibuka dari plastik takut berubah lipatannya,karena ini akan dijadikan kado utk tetangga yang akan menikah👍👍"
mutilahhafiz,5,"Warna:warna yang menarik
Tekstur:barang dengan tekstur yang halus
Kenyamanan:sangat nyaman di kenakan

Penjual yang amanah, yg dtng sesuai gambar dan ukuran, sy sangat puas..... 🥰🥰🥰"
anasmalikharits,4,Walaupun yang dipesen polos dan yang dateng kotak2 tidak masalah karena warna tetap sama.. overall bagus
tiegita,5,"Tekstur:sangat lembut dan nyaman banget
Kenyamanan:sangat sejuk
Warna:lembut sesuai gambar

sumpah lembut banget ini sprei..baru kali ini sy beli sprei selembut ini pokoknya adem banget..nanti lah order lagi yg lain"
m*****m,1,"Tekstur:udah malas buka
Warna:sesuai
Kenyamanan:gak tau,terlanjur kecewa dgn seller

Kecewa"
dinakrisdianaa,5,"Kualitas:sesuai gambar
Performa:sangat baik
Tampilan:sama seperti di gambar

Kainnya enak , gak panas, gak licin juga. Trus barang yang dateng sesuai sama yang di gambar. Jadinya gak ngecewain."
adiinda_lstri,5,"Warna:abu tua sesuai dengan gambar
Tekstur:lembut dan adem

Pengiriman nya cepet untuk warna sesuai dengan di foto bahan lembut dan adem dapat 2 sarung bantal dan 2 sarung guling, thanks seler🫰🏻"
